source,target,source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
ENSG00000120896,ENSG00000277363,O60504,Q9C0H9
ENSG00000103365,ENSG00000197081,Q9UJY4,P11717
ENSG00000151090,ENSG00000186350,P10828,P19793
ENSG00000100393,ENSG00000152409,Q09472,Q8N9B5
ENSG00000141030,ENSG00000167986,Q9UNS2,Q16531
ENSG00000100083,ENSG00000170315,Q9UJY5,P0CG47
ENSG00000141030,ENSG00000169727,Q9UNS2,Q13098
ENSG00000100083,ENSG00000150991,Q9UJY5,P0CG48
ENSG00000100266,ENSG00000153317,Q9UNF0,Q9ULH1
ENSG00000055118,ENSG00000108953,Q12809,P62258
ENSG00000003056,ENSG00000100083,P20645,Q9UJY5
ENSG00000100083,ENSG00000186318,Q9UJY5,P56817
ENSG00000100083,ENSG00000134287,Q9UJY5,P61204
ENSG00000100083,ENSG00000197081,Q9UJY5,P11717
ENSG00000100083,ENSG00000130881,Q9UJY5,O75074
ENSG00000175866,ENSG00000181790,Q9UQB8,O14514
ENSG00000112290,ENSG00000175866,Q92558,Q9UQB8
ENSG00000175866,ENSG00000186908,Q9UQB8,Q8IUH5
ENSG00000116809,ENSG00000147889,Q13105,P42771
ENSG00000116809,ENSG00000147889,Q13105,Q8N726
ENSG00000123609,ENSG00000147889,Q13287,P42771
ENSG00000123609,ENSG00000147889,Q13287,Q8N726
ENSG00000029725,ENSG00000103365,Q15276,Q9UJY4
ENSG00000070831,ENSG00000175866,P60953,Q9UQB8
ENSG00000111676,ENSG00000175866,P54259,Q9UQB8
ENSG00000131759,ENSG00000186350,P10276,P19793
ENSG00000103365,ENSG00000137642,Q9UJY4,Q92673
ENSG00000112130,ENSG00000186350,O76064,P19793
ENSG00000144852,ENSG00000186350,O75469,P19793
ENSG00000070770,ENSG00000115053,P19784,P19338
ENSG00000147889,ENSG00000167967,P42771,Q66K89
ENSG00000147889,ENSG00000167967,Q8N726,Q66K89
ENSG00000103365,ENSG00000134243,Q9UJY4,Q99523
ENSG00000146374,ENSG00000183579,Q9BXY4,Q9ULT6
ENSG00000111424,ENSG00000186350,P11473,P19793
ENSG00000049249,ENSG00000165501,Q07011,Q96L50
ENSG00000162714,ENSG00000165671,Q96IT1,Q96L73
ENSG00000144485,ENSG00000196781,Q96HZ4,Q04724
ENSG00000122194,ENSG00000204389,P00747,P0DMV8
ENSG00000082512,ENSG00000157873,O00463,Q92956
ENSG00000125735,ENSG00000157873,O43557,Q92956
ENSG00000039319,ENSG00000100284,Q7Z3T8,O60784
ENSG00000123240,ENSG00000140941,Q96CV9,Q9GZQ8
ENSG00000140941,ENSG00000165572,Q9GZQ8,Q86V97
ENSG00000106052,ENSG00000140941,Q86VP1,Q9GZQ8
ENSG00000104408,ENSG00000116016,P60228,Q99814
ENSG00000116016,ENSG00000134086,Q99814,P40337
ENSG00000116016,ENSG00000143437,Q99814,P27540
ENSG00000082512,ENSG00000088888,O00463,Q7Z434
ENSG00000088888,ENSG00000097007,Q7Z434,P00519
ENSG00000080824,ENSG00000204389,P07900,P0DMV8
ENSG00000012048,ENSG00000083635,P38398,Q9UHK0
ENSG00000139687,ENSG00000204713,P06400,P14373
ENSG00000100030,ENSG00000120129,P28482,P28562
ENSG00000102882,ENSG00000120129,P27361,P28562
ENSG00000075413,ENSG00000137193,P27448,P11309
ENSG00000075413,ENSG00000186868,P27448,P10636
ENSG00000124145,ENSG00000138685,P31431,P09038
ENSG00000131263,ENSG00000147601,Q9NVW2,P54274
ENSG00000113721,ENSG00000197461,P09619,P04085
ENSG00000100311,ENSG00000113721,P01127,P09619
ENSG00000113721,ENSG00000113721,P09619,P09619
ENSG00000165672,ENSG00000221829,P30048,O15287
ENSG00000108961,ENSG00000132341,Q9HD47,P62826
ENSG00000103769,ENSG00000131242,P62491,Q86YS3
ENSG00000118503,ENSG00000124226,P21580,Q9Y508
ENSG00000083635,ENSG00000102081,Q9UHK0,Q06787
ENSG00000100815,ENSG00000139687,Q15643,P06400
ENSG00000176749,ENSG00000181409,Q15078,Q6ZMQ8
ENSG00000125107,ENSG00000144580,A5YKK6,Q92600
ENSG00000055917,ENSG00000188613,Q8TB72,Q8WY41
ENSG00000127191,ENSG00000157873,Q12933,Q92956
ENSG00000125107,ENSG00000188613,A5YKK6,Q8WY41
ENSG00000150093,ENSG00000161638,P05556,P08648
ENSG00000077522,ENSG00000248746,P35609,Q08043
ENSG00000107438,ENSG00000125834,O00151,Q8TDR2
ENSG00000073803,ENSG00000165672,O43283,P30048
ENSG00000196235,ENSG00000213246,O00267,P63272
ENSG00000077522,ENSG00000130037,P35609,P22460
ENSG00000124145,ENSG00000124145,P31431,P31431
ENSG00000082512,ENSG00000240505,O00463,O14836
ENSG00000104164,ENSG00000117758,Q9UL45,Q86Y82
ENSG00000013016,ENSG00000131381,Q9NZN3,Q9H1K0
ENSG00000171867,ENSG00000183773,P04156,Q96NN9
ENSG00000116754,ENSG00000205937,Q05519,Q15287
ENSG00000013016,ENSG00000107560,Q9NZN3,Q7L804
ENSG00000150093,ENSG00000164171,P05556,P17301
ENSG00000130402,ENSG00000185359,O43707,O14964
ENSG00000114316,ENSG00000205937,Q13107,Q15287
ENSG00000122194,ENSG00000204388,P00747,P0DMV9
ENSG00000167641,ENSG00000171867,Q96A00,P04156
ENSG00000044574,ENSG00000120725,P11021,Q9H173
ENSG00000145777,ENSG00000171867,Q969D9,P04156
ENSG00000100368,ENSG00000164399,P32927,P08700
ENSG00000080824,ENSG00000204388,P07900,P0DMV9
ENSG00000033800,ENSG00000169083,O75925,P10275
ENSG00000136051,ENSG00000172661,Q2M389,Q9Y4E1
ENSG00000164961,ENSG00000172661,Q12768,Q9Y4E1
ENSG00000141027,ENSG00000169083,O75376,P10275
ENSG00000106511,ENSG00000135903,P50222,P23760
ENSG00000136527,ENSG00000205937,P62995,Q15287
ENSG00000121067,ENSG00000169083,O43791,P10275
ENSG00000140682,ENSG00000169083,O43294,P10275
ENSG00000106511,ENSG00000125813,P50222,P15863
ENSG00000104164,ENSG00000186222,Q9UL45,Q9NUP1
ENSG00000169083,ENSG00000175215,P10275,O14595
ENSG00000159733,ENSG00000171867,Q9HCC9,P04156
ENSG00000149115,ENSG00000173273,Q9C0C2,O95271
ENSG00000075856,ENSG00000205937,Q15020,Q15287
ENSG00000078747,ENSG00000155252,Q96J02,Q9BTU6
ENSG00000136450,ENSG00000136450,Q07955,Q07955
ENSG00000113448,ENSG00000137486,Q08499,P49407
ENSG00000072110,ENSG00000154556,P12814,O94875
ENSG00000174827,ENSG00000197208,Q5T2W1,Q9H015
ENSG00000174827,ENSG00000197891,Q5T2W1,Q96S37
ENSG00000113448,ENSG00000141480,Q08499,P32121
ENSG00000100368,ENSG00000113525,P32927,P05113
ENSG00000068354,ENSG00000140941,Q3MII6,Q9GZQ8
ENSG00000072110,ENSG00000181418,P12814,O94850
ENSG00000100368,ENSG00000164400,P32927,P04141
ENSG00000113448,ENSG00000254087,Q08499,P07948
ENSG00000072110,ENSG00000120885,P12814,P10909
ENSG00000077522,ENSG00000107438,P35609,O00151
ENSG00000171867,ENSG00000198315,P04156,Q15776
ENSG00000077522,ENSG00000135636,P35609,O75923
ENSG00000077522,ENSG00000214274,P35609,P03950
ENSG00000106633,ENSG00000158571,P35557,P16118
ENSG00000101558,ENSG00000112038,Q9P0L0,P35372
ENSG00000136450,ENSG00000160201,Q07955,Q01081
ENSG00000113448,ENSG00000204628,Q08499,P63244
ENSG00000064300,ENSG00000134259,P08138,P01138
ENSG00000116809,ENSG00000136997,Q13105,P01106
ENSG00000101558,ENSG00000110048,Q9P0L0,P22059
ENSG00000064300,ENSG00000198400,P08138,P04629
ENSG00000072110,ENSG00000107438,P12814,O00151
ENSG00000140941,ENSG00000185651,Q9GZQ8,P68036
ENSG00000064300,ENSG00000142192,P08138,P05067
ENSG00000064300,ENSG00000064300,P08138,P08138
ENSG00000117586,ENSG00000186827,P23510,P43489
ENSG00000129682,ENSG00000171867,Q92913,P04156
ENSG00000136450,ENSG00000164985,Q07955,O75475
ENSG00000171867,ENSG00000187024,P04156,Q86Y79
ENSG00000137824,ENSG00000166913,Q96TC7,P31946
ENSG00000171867,ENSG00000181982,P04156,Q6ZUS6
ENSG00000104852,ENSG00000136450,P08621,Q07955
ENSG00000136450,ENSG00000275895,Q07955,ENSG00000275895
ENSG00000136450,ENSG00000198900,Q07955,P11387
ENSG00000137824,ENSG00000196396,Q96TC7,P18031
ENSG00000077522,ENSG00000182255,P35609,P22459
ENSG00000074276,ENSG00000086015,Q9BYE9,Q6P0Q8
ENSG00000163106,ENSG00000163106,O60760,O60760
ENSG00000109062,ENSG00000113721,O14745,P09619
ENSG00000115216,ENSG00000121022,Q9UHY1,Q92905
ENSG00000160182,ENSG00000204345,P04155,Q6UXZ3
ENSG00000128245,ENSG00000166923,Q04917,O60565
ENSG00000065526,ENSG00000156587,Q96T58,O14933
ENSG00000065526,ENSG00000079102,Q96T58,Q06455
ENSG00000058091,ENSG00000128245,O94921,Q04917
ENSG00000160182,ENSG00000163518,P04155,Q96PJ5
ENSG00000065526,ENSG00000182247,Q96T58,Q96LR5
ENSG00000118503,ENSG00000128245,P21580,Q04917
ENSG00000128016,ENSG00000128245,P26651,Q04917
ENSG00000101224,ENSG00000128245,P30305,Q04917
ENSG00000128245,ENSG00000170759,Q04917,P33176
ENSG00000128245,ENSG00000145335,Q04917,P37840
ENSG00000133874,ENSG00000164615,Q9H9V4,P49069
ENSG00000113580,ENSG00000128245,P04150,Q04917
ENSG00000109906,ENSG00000147649,Q05516,Q86UE4
ENSG00000166949,ENSG00000166949,P84022,P84022
ENSG00000100387,ENSG00000166949,P62877,P84022
ENSG00000129152,ENSG00000172680,P15172,P00540
ENSG00000087206,ENSG00000183763,Q96RL1,Q9BWF2
ENSG00000137843,ENSG00000169083,Q9NQU5,P10275
ENSG00000099822,ENSG00000164588,Q9UL51,O60741
ENSG00000137331,ENSG00000171867,P46695,P04156
ENSG00000105366,ENSG00000160182,Q9NYZ4,P04155
ENSG00000101558,ENSG00000117859,Q9P0L0,Q96SU4
ENSG00000122194,ENSG00000152234,P00747,P25705
ENSG00000115216,ENSG00000169750,Q9UHY1,P60763
ENSG00000099822,ENSG00000099822,Q9UL51,Q9UL51
ENSG00000160181,ENSG00000163518,Q03403,Q96PJ5
ENSG00000171209,ENSG00000171867,P07498,P04156
ENSG00000165029,ENSG00000168807,O95477,Q13425
ENSG00000173898,ENSG00000198722,O15020,O14795
ENSG00000175387,ENSG00000175832,Q15796,P43268
ENSG00000106290,ENSG00000187325,P49848,Q9HBM6
ENSG00000100764,ENSG00000197579,P62191,Q9NS56
ENSG00000116030,ENSG00000197579,P63165,Q9NS56
ENSG00000103275,ENSG00000197579,P63279,Q9NS56
ENSG00000166949,ENSG00000175387,P84022,Q15796
ENSG00000125810,ENSG00000142186,Q9NPY3,Q96KG9
ENSG00000104142,ENSG00000172403,Q9P253,Q9UMS6
ENSG00000171206,ENSG00000171206,Q9BZR9,Q9BZR9
ENSG00000128591,ENSG00000172403,Q14315,Q9UMS6
ENSG00000141646,ENSG00000175387,Q13485,Q15796
ENSG00000100603,ENSG00000175387,Q13573,Q15796
ENSG00000172403,ENSG00000196924,Q9UMS6,P21333
ENSG00000035403,ENSG00000161847,P18206,ENSG00000161847
ENSG00000182568,ENSG00000197579,Q01826,Q9NS56
ENSG00000169398,ENSG00000169398,Q05397,Q05397
ENSG00000136603,ENSG00000175387,P12757,Q15796
ENSG00000169139,ENSG00000177889,Q15819,P61088
ENSG00000141510,ENSG00000197579,P04637,Q9NS56
ENSG00000150991,ENSG00000169139,P0CG48,Q15819
ENSG00000197579,ENSG00000198900,Q9NS56,P11387
ENSG00000062822,ENSG00000132646,P28340,P12004
ENSG00000070756,ENSG00000090905,P11940,Q8NDV7
ENSG00000087074,ENSG00000211460,O75807,Q15631
ENSG00000138069,ENSG00000198793,P62820,P42345
ENSG00000067182,ENSG00000276293,P19438,P78356
ENSG00000136997,ENSG00000175387,P01106,Q15796
ENSG00000121067,ENSG00000276293,O43791,P78356
ENSG00000106100,ENSG00000170633,Q9Y239,Q969K3
ENSG00000171105,ENSG00000175387,P06213,Q15796
ENSG00000106682,ENSG00000161960,Q15056,P60842
ENSG00000157933,ENSG00000175387,P12755,Q15796
ENSG00000071051,ENSG00000113721,O43639,P09619
ENSG00000112658,ENSG00000129152,P11831,P15172
ENSG00000101246,ENSG00000108669,Q13795,Q15438
ENSG00000101558,ENSG00000131748,Q9P0L0,Q14849
ENSG00000163995,ENSG00000174429,Q6H8Q1,Q8N0Z2
ENSG00000134308,ENSG00000197442,P27348,Q99683
ENSG00000164045,ENSG00000197442,P30304,Q99683
ENSG00000166913,ENSG00000197442,P31946,Q99683
ENSG00000087074,ENSG00000164754,O75807,O60216
ENSG00000141480,ENSG00000197442,P32121,Q99683
ENSG00000182578,ENSG00000185338,P07333,O15524
ENSG00000087074,ENSG00000101665,O75807,O15105
ENSG00000108984,ENSG00000197442,P52564,Q99683
ENSG00000112640,ENSG00000183765,Q14738,O96017
ENSG00000104365,ENSG00000104365,O14920,O14920
ENSG00000164924,ENSG00000197442,P63104,Q99683
ENSG00000128245,ENSG00000197442,Q04917,Q99683
ENSG00000135074,ENSG00000138443,Q9H013,Q9NYB9
ENSG00000172062,ENSG00000197442,Q16637,Q99683
ENSG00000197442,ENSG00000205571,Q99683,Q16637
ENSG00000137486,ENSG00000197442,P49407,Q99683
ENSG00000104365,ENSG00000198223,O14920,P15509
ENSG00000135341,ENSG00000197442,O43318,Q99683
ENSG00000078043,ENSG00000204713,O75928,P14373
ENSG00000105443,ENSG00000177666,Q99418,Q96AD5
ENSG00000142733,ENSG00000197442,O95382,Q99683
ENSG00000136810,ENSG00000197442,P10599,Q99683
ENSG00000055130,ENSG00000159377,Q13616,P28070
ENSG00000105443,ENSG00000143761,Q99418,P84077
ENSG00000164400,ENSG00000198223,P04141,P15509
ENSG00000101665,ENSG00000166949,O15105,P84022
ENSG00000105443,ENSG00000128271,Q99418,P29274
ENSG00000140443,ENSG00000184557,P08069,O14543
ENSG00000120833,ENSG00000140443,O14508,P08069
ENSG00000105443,ENSG00000146648,Q99418,P00533
ENSG00000033800,ENSG00000204713,O75925,P14373
ENSG00000112290,ENSG00000138443,Q92558,Q9NYB9
ENSG00000115966,ENSG00000166949,P15336,P84022
ENSG00000163481,ENSG00000173039,Q96BH1,Q04206
ENSG00000166949,ENSG00000171223,P84022,P17275
ENSG00000132646,ENSG00000183763,P12004,Q9BWF2
ENSG00000101558,ENSG00000134321,Q9P0L0,Q8WXG1
ENSG00000164305,ENSG00000196632,P42574,Q9BYP7
ENSG00000136603,ENSG00000166949,P12757,P84022
ENSG00000137843,ENSG00000188906,Q9NQU5,Q5S007
ENSG00000165025,ENSG00000183763,P43405,Q9BWF2
ENSG00000081189,ENSG00000129152,Q06413,P15172
ENSG00000081189,ENSG00000185591,Q06413,P08047
ENSG00000133056,ENSG00000204713,O00750,P14373
ENSG00000157933,ENSG00000166949,P12755,P84022
ENSG00000131508,ENSG00000163481,P62837,Q96BH1
ENSG00000107937,ENSG00000186575,Q9BZE4,P35240
ENSG00000197442,ENSG00000197442,Q99683,Q99683
ENSG00000138443,ENSG00000254999,Q9NYB9,Q8WUW1
ENSG00000138443,ENSG00000273749,Q9NYB9,Q7L576
ENSG00000188372,ENSG00000188372,P21754,P21754
ENSG00000108669,ENSG00000113595,Q15438,P36406
ENSG00000108669,ENSG00000160255,Q15438,P05107
ENSG00000117000,ENSG00000143622,Q13129,Q92963
ENSG00000158796,ENSG00000166949,O75618,P84022
ENSG00000157077,ENSG00000166949,O95405,P84022
ENSG00000166949,ENSG00000170345,P84022,P01100
ENSG00000136997,ENSG00000166949,P01106,P84022
ENSG00000166949,ENSG00000177606,P84022,P05412
ENSG00000123159,ENSG00000161638,O14908,P08648
ENSG00000107816,ENSG00000157540,Q9BRK4,Q13627
ENSG00000166949,ENSG00000169083,P84022,P10275
ENSG00000111424,ENSG00000166949,P11473,P84022
ENSG00000129152,ENSG00000135446,P15172,P11802
ENSG00000175387,ENSG00000177426,Q15796,Q15583
ENSG00000136504,ENSG00000169083,O95251,P10275
ENSG00000109685,ENSG00000169083,O96028,P10275
ENSG00000160255,ENSG00000179526,P05107,Q9H0F6
ENSG00000149346,ENSG00000188827,Q5VYV7,Q8IY92
ENSG00000132604,ENSG00000188827,Q15554,Q8IY92
ENSG00000058272,ENSG00000181788,O14974,O43255
ENSG00000075142,ENSG00000138279,P30626,P20073
ENSG00000091409,ENSG00000123159,P23229,O14908
ENSG00000137601,ENSG00000171055,Q96PY6,Q9UHY8
ENSG00000161638,ENSG00000179526,P08648,Q9H0F6
ENSG00000103275,ENSG00000197329,P63279,Q96FA3
ENSG00000166851,ENSG00000188827,P53350,Q8IY92
ENSG00000089234,ENSG00000089234,Q7Z569,Q7Z569
ENSG00000171055,ENSG00000186908,Q9UHY8,Q8IUH5
ENSG00000168310,ENSG00000170604,P14316,Q8IU81
ENSG00000135605,ENSG00000185338,P42680,O15524
ENSG00000105397,ENSG00000184990,P29597,O15304
ENSG00000095002,ENSG00000188827,P43246,Q8IY92
ENSG00000164171,ENSG00000179526,P17301,Q9H0F6
ENSG00000105011,ENSG00000146872,Q9NVP2,Q86UE8
ENSG00000065054,ENSG00000149782,Q15599,Q01970
ENSG00000065054,ENSG00000160801,Q15599,Q03431
ENSG00000065054,ENSG00000184895,Q15599,Q05066
ENSG00000051128,ENSG00000104365,Q9NSC5,O14920
ENSG00000075142,ENSG00000115271,P30626,P28676
ENSG00000104973,ENSG00000131759,Q71SY5,P10276
ENSG00000072803,ENSG00000113558,Q9UKB1,P63208
ENSG00000005844,ENSG00000179526,P20701,Q9H0F6
ENSG00000015475,ENSG00000140379,P55957,Q16548
ENSG00000092098,ENSG00000179526,Q96EP0,Q9H0F6
ENSG00000143106,ENSG00000160791,P28066,P51681
ENSG00000160791,ENSG00000271503,P51681,P13501
ENSG00000160791,ENSG00000275302,P51681,P13236
ENSG00000100084,ENSG00000105011,P54198,Q9NVP2
ENSG00000105011,ENSG00000172534,Q9NVP2,P51610
ENSG00000089234,ENSG00000137497,Q7Z569,Q14980
ENSG00000132386,ENSG00000177666,P36955,Q96AD5
ENSG00000087086,ENSG00000105835,P02792,P43490
ENSG00000105835,ENSG00000198888,P43490,P03886
ENSG00000152049,ENSG00000196924,Q8WWG9,P21333
ENSG00000092847,ENSG00000171867,Q9UL18,P04156
ENSG00000012061,ENSG00000188827,P07992,Q8IY92
ENSG00000170315,ENSG00000187555,P0CG47,Q93009
ENSG00000106366,ENSG00000122861,P05121,P00749
ENSG00000157500,ENSG00000170820,Q9UKG1,P23945
ENSG00000015171,ENSG00000100324,Q15326,Q15750
ENSG00000141510,ENSG00000187555,P04637,Q93009
ENSG00000064393,ENSG00000174282,Q9H2X6,Q9P1Z0
ENSG00000063978,ENSG00000169083,P78317,P10275
ENSG00000100324,ENSG00000101966,Q15750,P98170
ENSG00000011465,ENSG00000146648,P07585,P00533
ENSG00000162512,ENSG00000162512,O75056,O75056
ENSG00000105835,ENSG00000105835,P43490,P43490
ENSG00000110367,ENSG00000123908,P26196,Q9UKV8
ENSG00000127884,ENSG00000168610,P30084,P40763
ENSG00000106366,ENSG00000229314,P05121,P02763
ENSG00000135940,ENSG00000169083,P10606,P10275
ENSG00000134317,ENSG00000158055,Q9NZI5,Q8TE85
ENSG00000130816,ENSG00000187555,P26358,Q93009
ENSG00000012048,ENSG00000089234,P38398,Q7Z569
ENSG00000089234,ENSG00000130816,Q7Z569,P26358
ENSG00000089234,ENSG00000150991,Q7Z569,P0CG48
ENSG00000137812,ENSG00000152253,Q8NG31,Q9HBM1
ENSG00000169704,ENSG00000185245,P14770,P07359
ENSG00000135636,ENSG00000157500,O75923,Q9UKG1
ENSG00000089234,ENSG00000111254,Q7Z569,O75969
ENSG00000081913,ENSG00000089234,O60346,Q7Z569
ENSG00000101292,ENSG00000101292,Q8NFJ6,Q8NFJ6
ENSG00000075142,ENSG00000168610,P30626,P40763
ENSG00000102901,ENSG00000152253,Q96BT3,Q9HBM1
ENSG00000139687,ENSG00000167967,P06400,Q66K89
ENSG00000106366,ENSG00000109072,P05121,P04004
ENSG00000077721,ENSG00000141510,P49459,P04637
ENSG00000078369,ENSG00000108551,P62873,Q9Y272
ENSG00000155660,ENSG00000166794,P13667,P23284
ENSG00000105583,ENSG00000159363,Q9Y284,Q9NQ11
ENSG00000111596,ENSG00000125107,Q9NZN8,A5YKK6
ENSG00000146648,ENSG00000178568,P00533,Q15303
ENSG00000092820,ENSG00000092820,P15311,P15311
ENSG00000148948,ENSG00000162631,Q9HCJ2,Q9Y2I2
ENSG00000083799,ENSG00000127191,Q9NQC7,Q12933
ENSG00000141736,ENSG00000178568,P04626,Q15303
ENSG00000149948,ENSG00000167967,P52926,Q66K89
ENSG00000171365,ENSG00000171365,P51795,P51795
ENSG00000094916,ENSG00000159259,P45973,Q13112
ENSG00000125107,ENSG00000155508,A5YKK6,Q9UFF9
ENSG00000115641,ENSG00000167967,Q14192,Q66K89
ENSG00000088038,ENSG00000155508,O75175,Q9UFF9
ENSG00000087586,ENSG00000088325,O14965,Q9ULW0
ENSG00000137693,ENSG00000178568,P46937,Q15303
ENSG00000088325,ENSG00000181788,Q9ULW0,O43255
ENSG00000109062,ENSG00000109062,O14745,O14745
ENSG00000100644,ENSG00000166135,Q16665,Q9NWT6
ENSG00000120337,ENSG00000120337,Q9UNG2,Q9UNG2
ENSG00000132604,ENSG00000166848,Q15554,Q9NYB0
ENSG00000164398,ENSG00000164398,Q9UKU0,Q9UKU0
ENSG00000075292,ENSG00000115641,Q14966,Q14192
ENSG00000067334,ENSG00000091831,Q5QJE6,P03372
ENSG00000114423,ENSG00000141968,Q13191,P15498
ENSG00000092820,ENSG00000182511,P15311,P07332
ENSG00000067334,ENSG00000107447,Q5QJE6,P04053
ENSG00000109320,ENSG00000166135,P19838,Q9NWT6
ENSG00000144724,ENSG00000144724,P23470,P23470
ENSG00000092820,ENSG00000141736,P15311,P04626
ENSG00000107854,ENSG00000166135,Q9H2K2,Q9NWT6
ENSG00000152207,ENSG00000173198,Q9NS75,Q9Y271
ENSG00000109320,ENSG00000148843,P19838,Q14690
ENSG00000146374,ENSG00000205213,Q9BXY4,Q9BXB1
ENSG00000123989,ENSG00000185345,Q8IZ52,O60260
ENSG00000132535,ENSG00000178568,P78352,Q15303
ENSG00000075624,ENSG00000158517,P60709,P14598
ENSG00000075624,ENSG00000109971,P60709,P11142
ENSG00000133639,ENSG00000198791,P62324,Q9UIV1
ENSG00000075624,ENSG00000108518,P60709,P07737
ENSG00000065135,ENSG00000159788,P08754,O14924
ENSG00000001626,ENSG00000065054,P13569,Q15599
ENSG00000141232,ENSG00000198791,P50616,Q9UIV1
ENSG00000083799,ENSG00000101367,Q9NQC7,Q15691
ENSG00000091831,ENSG00000169750,P03372,P60763
ENSG00000104973,ENSG00000186350,Q71SY5,P19793
ENSG00000051128,ENSG00000083857,Q9NSC5,Q14517
ENSG00000065054,ENSG00000091138,Q15599,P40879
ENSG00000075624,ENSG00000122194,P60709,P00747
ENSG00000065054,ENSG00000151704,Q15599,P48048
ENSG00000051128,ENSG00000087191,Q9NSC5,P62195
ENSG00000075624,ENSG00000171617,P60709,O14682
ENSG00000111669,ENSG00000132646,P60174,P12004
ENSG00000108654,ENSG00000171824,P17844,Q01780
ENSG00000075624,ENSG00000117748,P60709,P15927
ENSG00000116984,ENSG00000132763,Q99707,Q9Y4U1
ENSG00000157168,ENSG00000178568,Q02297,Q15303
ENSG00000145604,ENSG00000184979,Q13309,Q9UMW8
ENSG00000178568,ENSG00000178568,Q15303,Q15303
ENSG00000075624,ENSG00000106399,P60709,P35244
ENSG00000102189,ENSG00000144566,Q15075,P20339
ENSG00000081307,ENSG00000081307,Q9GZZ9,Q9GZZ9
ENSG00000075624,ENSG00000132383,P60709,P27694
ENSG00000102189,ENSG00000111540,Q15075,P61020
ENSG00000102189,ENSG00000102189,Q15075,Q15075
ENSG00000259207,ENSG00000259207,P05106,P05106
ENSG00000132763,ENSG00000168288,Q9Y4U1,Q9H3L0
ENSG00000166794,ENSG00000172179,P23284,P01236
ENSG00000169083,ENSG00000197321,P10275,O95425
ENSG00000108551,ENSG00000198929,Q9Y272,O75052
ENSG00000134308,ENSG00000164362,P27348,O14746
ENSG00000134371,ENSG00000168036,Q6P1J9,P35222
ENSG00000028137,ENSG00000030582,P20333,P28799
ENSG00000030582,ENSG00000067182,P28799,P19438
ENSG00000122224,ENSG00000183918,Q9HBG7,O60880
ENSG00000050426,ENSG00000129625,Q6P1Q0,Q00765
ENSG00000056558,ENSG00000110330,Q13077,Q13490
ENSG00000134308,ENSG00000170820,P27348,P23945
ENSG00000110330,ENSG00000110330,Q13490,Q13490
ENSG00000204977,ENSG00000204977,O60858,O60858
ENSG00000151849,ENSG00000173039,Q9HC77,Q04206
ENSG00000150991,ENSG00000186716,P0CG48,P11274
ENSG00000123473,ENSG00000151849,Q15468,Q9HC77
ENSG00000123636,ENSG00000171867,Q9UIF8,P04156
ENSG00000054356,ENSG00000160460,Q16849,Q9H254
ENSG00000072201,ENSG00000132376,Q8TBB1,Q9BT40
ENSG00000109756,ENSG00000160271,Q9Y4G8,Q12967
ENSG00000138674,ENSG00000249915,O94979,O75340
ENSG00000064989,ENSG00000110680,Q16602,P01258
ENSG00000064989,ENSG00000110680,Q16602,P06881
ENSG00000039068,ENSG00000171403,P12830,P35527
ENSG00000064989,ENSG00000131477,Q16602,O60895
ENSG00000145675,ENSG00000169047,P27986,P35568
ENSG00000140443,ENSG00000169047,P08069,P35568
ENSG00000169047,ENSG00000171105,P35568,P06213
ENSG00000070756,ENSG00000078687,P11940,Q9HCJ0
ENSG00000103549,ENSG00000134371,O75150,Q6P1J9
ENSG00000112964,ENSG00000259384,P10912,P01241
ENSG00000112964,ENSG00000120833,P10912,O14508
ENSG00000092847,ENSG00000123908,Q9UL18,Q9UKV8
ENSG00000108848,ENSG00000205937,O95232,Q15287
ENSG00000105647,ENSG00000157404,O00459,P10721
ENSG00000169083,ENSG00000169083,P10275,P10275
ENSG00000117602,ENSG00000129991,Q9UKA8,P19429
ENSG00000171867,ENSG00000184060,P04156,Q9NPF8
ENSG00000116030,ENSG00000142230,P63165,Q9UBE0
ENSG00000184486,ENSG00000184486,P20265,P20265
ENSG00000119599,ENSG00000167986,Q8WV16,Q16531
ENSG00000080824,ENSG00000169083,P07900,P10275
ENSG00000010270,ENSG00000101558,O95772,Q9P0L0
ENSG00000139687,ENSG00000169083,P06400,P10275
ENSG00000148180,ENSG00000169083,P06396,P10275
ENSG00000112592,ENSG00000184486,P20226,P20265
ENSG00000102103,ENSG00000184486,O60828,P20265
ENSG00000069329,ENSG00000172661,Q96QK1,Q9Y4E1
ENSG00000111640,ENSG00000169083,P04406,P10275
ENSG00000119321,ENSG00000172661,Q5T1M5,Q9Y4E1
ENSG00000124762,ENSG00000148337,P38936,Q9ULV3
ENSG00000157404,ENSG00000170677,P10721,O14544
ENSG00000083799,ENSG00000183763,Q9NQC7,Q9BWF2
ENSG00000157404,ENSG00000185338,P10721,O15524
ENSG00000178562,ENSG00000276023,P10747,O95147
ENSG00000100351,ENSG00000178562,O75791,P10747
ENSG00000116514,ENSG00000137707,Q6ZMZ0,Q9NY30
ENSG00000107186,ENSG00000157404,O75970,P10721
ENSG00000151849,ENSG00000159023,Q9HC77,P11171
ENSG00000142224,ENSG00000174564,Q9UHD0,Q6UXL0
ENSG00000102001,ENSG00000175544,O60840,P57796
ENSG00000162891,ENSG00000174564,Q9NYY1,Q6UXL0
