ID,Ontology Source,Term,GOLevels,GOGroups,Nr. Genes,% Associated Genes,Term PValue,Term PValue Corrected with Bonferroni step down,Group PValue,Group PValue Corrected with Bonferroni step down,Associated Genes Found,All Associated Genes,OverViewTerm,Genes Cluster #1,%Genes Cluster #1,Genes Cluster #2,%Genes Cluster #2
GO:0101023,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,vascular endothelial cell proliferation,[5],"[Group14, Group25]",4,21.052631,1.1065074108797083E-5,0.0026224225637849086,"{Group14=7.703942266558136E-11, Group25=2.971313981736144E-15}","{Group14=1.1555913399837204E-9, Group25=6.239759361645902E-14}","[FGF2, MEF2C, PPARG, SP1]","[ADAM17, AKT3, APLN, CCL2, COL4A3, DAND5, FGF13, FGF2, FGFR1, FLT1, HMGB1, ITGA4, MEF2C, PDPK1, PLCG1, PPARG, PSG1, SIRT6, SP1]",FALSE,"[FGF2, MEF2C, PPARG, SP1]",99.99999761945435,[],0.0
GO:0198738,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cell-cell signaling by wnt,"[3, 4]","[Group12, Group25]",10,4.0816326,1.5469540784203297E-5,0.003542524839582555,"{Group12=1.5398057123522535E-8, Group25=2.971313981736144E-15}","{Group12=1.3858251411170282E-7, Group25=6.239759361645902E-14}","[CTNNB1, DDX3X, EGFR, GLI1, GLI3, HDAC1, PTEN, SMARCA4, SOX2, TERT]","[ADGRA2, ALPK2, AMER1, AMER2, AMFR, ANAPC2, APC, APC2, APCDD1, APOE, ARL4D, ARL6, ATP6AP2, ATP6V0C, ATP6V1C2, AXIN1, AXIN2, BAMBI, BICC1, BMP2, CAPRIN2, CAV1, CBY1, CCAR2, CCDC88C, CCL14, CCNY, CDC73, CDH15, CDH3, CDK14, CHD8, CMAHP, COL1A1, CPE, CSNK1A1, CSNK1D, CSNK1E, CSNK2A1, CSNK2A2, CTNNB1, CTNND1, CTNND2, CXXC4, CYLD, DAB2, DAB2IP, DACT1, DACT3, DAPK3, DCDC2, DDX3X, DEPDC1B, DISC1, DIXDC1, DKK1, DKK2, DKK3, DVL1, DVL1P1, DVL2, DVL3, EGF, EGFR, EMD, FAM53B, FERMT2, FRAT1, FRZB, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GID8, GLI1, GLI3, GNAQ, GPC3, GPC4, GRB10, GREM1, GSK3B, GSKIP, HDAC1, HHEX, HIC1, ILK, INVS, ITGA3, JADE1, JRK, KANK1, KLHL12, LATS1, LATS2, LEF1, LGR4, LGR5, LGR6, LRP4, LRP5, LRP6, LRRK1, LRRK2, MAD2L2, MCC, MDFIC, MLLT3, MRPS12, MYOC, NCOA3, NFKB1, NKD1, NKD2, NOG, NOTUM, NPHP3, NPHP3-ACAD11, NPHP4, NRARP, NXN, OPRM1, OTUD5, PDZD2, PFDN5, PIN1, PKD1, PKD2, PLEKHA4, PPM1A, PRICKLE1, PRKD2, PRKN, PROC, PTEN, PTK7, PTPN23, PTPRU, RAB5A, RAC3, RBMS3, RNF146, RNF213, RNF220, RNF43, RNU6-664P, ROR1, RORA, RPS12, RSPO1, RSPO2, RSPO3, RSPO4, RUVBL1, RUVBL2, SALL1, SCEL, SCYL2, SDHAF2, SFRP1, SFRP2, SFRP4, SFRP5, SIAH1, SIAH2, SLC25A23, SLC9A3R1, SMARCA4, SNAI2, SNX3, SOST, SOSTDC1, SOX13, SOX17, SOX2, SOX30, SOX7, SPIN1, SPNS1, STK11, STK24, STK3, STK4, STRN, SULF1, SULF2, TBL1X, TBL1XR1, TCF7L2, TERT, TGFB1, TLE1, TLE2, TLE5, TLR2, TMEM131L, TMEM170B, TMEM198, TMEM237, TMEM88, TMEM9, TMX2-CTNND1, TNKS, TNKS2, TRABD2A, TRABD2B, TRPM4, UBAC2, UBR5, USP34, USP47, USP8, VCP, VGLL4, WLS, WNK1, WNK2, WNT1, WNT10A, WNT10B, WNT11, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WWOX, WWTR1, XIAP, ZEB2, ZNRF3, ZRANB1]",FALSE,"[CTNNB1, DDX3X, EGFR, GLI1, GLI3, HDAC1, PTEN, SMARCA4, SOX2, TERT]",62.559696707143594,"[DDX3X, PTEN, SOX2, TERT]",37.44030419484363
GO:1900368,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of post-transcriptional gene silencing by RNA,"[6, 7, 8, 9]",[Group23],5,12.5,1.2030318259979533E-5,0.00282712479109519,{Group23=7.69912343049403E-14},{Group23=1.5398246860988062E-12},"[EGFR, ESR1, POU5F1, PPARG, TP53]","[2477, AJUBA, BCDIN3D, BMP4, DDX5, DHX9, DND1, EGFR, ELAVL1, ESR1, FMR1, FMR1-IT1, FRAXA, FXR1, HOXB-AS3, IL6, LIMD1, LIN28B, MAP2K1, MAP2K2, NCOR1, NCOR2, POU5F1, POU5F1P3, POU5F1P4, PPARG, PUM1, PUM2, RIPK1, STAT3, TGFB1, TIAL1, TNF, TP53, TRUB1, WTIP, XPO5, ZC3H10, ZC3H12A, ZFP36]",FALSE,"[EGFR, ESR1, POU5F1, PPARG, TP53]",76.9682754136865,[TP53],23.03172646704877
GO:1900369,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of post-transcriptional gene silencing by RNA,"[3, 4, 5, 6, 7, 8, 9, 10]",[Group23],3,16.666666,3.193293068532594E-4,0.04885738394854869,{Group23=7.69912343049403E-14},{Group23=1.5398246860988062E-12},"[ESR1, POU5F1, PPARG]","[BCDIN3D, DND1, ELAVL1, ESR1, HOXB-AS3, IL6, LIN28B, NCOR1, NCOR2, POU5F1, POU5F1P3, POU5F1P4, PPARG, STAT3, TGFB1, TNF, ZC3H10, ZC3H12A]",FALSE,"[ESR1, POU5F1, PPARG]",99.99999761945435,[],0.0
GO:1901222,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of NIK/NF-kappaB signaling,"[5, 6, 7]","[Group11, Group25]",5,7.4626865,1.504175993686192E-4,0.025420574293296645,"{Group11=1.4990025596013523E-7, Group25=2.971313981736144E-15}","{Group11=1.0493017917209467E-6, Group25=6.239759361645902E-14}","[DDX3X, EGFR, EP300, RELA, SPI1]","[ACTN4, ADIPOR1, AGER, APP, BCL3, C1QTNF3, C1QTNF4, C20orf27, CCL19, CCN3, CD14, CPNE1, CYLD, DDX3X, DLG1, EGFR, EP300, EZR, HDAC7, HDAC9, IFI35, IL1B, ILK, IRAK1, LGALS9, LIMS1, LRRC19, MYO1C, NDUFA2, NFAT5, NLRC3, NLRP12, NLRP3, NMI, NOD1, NOD2, NR3C2, PDCD4, PPM1A, PPM1B, PTP4A3, PTPN22, PYDC2, RELA, RHOA, RPS3, RTKN2, SASH1, SPHK1, SPI1, TCIM, TERF2IP, TLR2, TLR3, TLR4, TLR7, TLR9, TMSB4X, TNF, TNFSF14, TRADD, TRAF6, TRIM44, TRIM6, TRIM6-TRIM34, TRIP6, TSPAN6]",FALSE,"[DDX3X, EGFR, EP300, RELA, SPI1]",76.9682754136865,[DDX3X],23.03172646704877
GO:1901652,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,response to peptide,"[4, 5]","[Group17, Group20, Group22, Group25]",8,5.3333335,1.734912879164966E-5,0.003920903106912823,"{Group17=1.4987275105943798E-10, Group20=2.58751377962497E-10, Group22=2.847544374645309E-12, Group25=2.971313981736144E-15}","{Group17=2.098218514832132E-9, Group20=3.105016535549964E-9, Group22=4.8408254368970256E-11, Group25=6.239759361645902E-14}","[AKT1, FOXO4, FYN, MDM2, PPARG, RELA, SIRT1, TP53]","[ACTN2, ADRB2, AGTR1, AGTR2, AHCYL1, AKT1, AKT2, APC, APP, APPL1, ARHGEF2, ATP2B1, BCAR3, C2CD5, CA2, CACNA1A, CACNA1B, CACNA2D1, CACNB1, CALCR, CAMK2A, CAPN10, CASP4, CAV2, CD36, CELA2A, CHMP5, CPEB1, CPEB2, CRHR1, DDX11, ECHDC3, ENPP1, ERBIN, FOXC2, FOXO4, FPR2, FUT7, FYN, GCGR, GH1, GHR, GHRHR, GNRHR, GOLT1A, GOLT1B, GOT1, GPER1, GPLD1, GPRIN1, GRB14, GRB2, GRIN1, GRIN2A, GRM5, GSK3A, HDAC9, ICAM1, IGF1, IGF1R, IGF2, INAVA, INPP5K, INS, INSR, IRF5, IRS1, IRS2, ITGA4, JAK2, KANK1, KAT2B, KAT7, LDOC1, LEPROT, LGMN, LHCGR, MDM2, MEAK7, MRPL23, NAMPT, NCK1, NFKB1, NGFR, NOD1, NOD2, NTRK1, OGT, PARP1, PCK1, PDK4, PDPK1, PID1, PIK3R1, PIP4K2A, PIP4K2B, PIP4K2C, PPARG, PRKCD, PRKCQ, PRKCZ, PRKDC, PRNP, PROC, PSEN1, PTK2, PTPN11, PTPN22, PXDN, PXN, RAB31, RAMP3, RARRES2, RELA, RHOQ, RIPK2, ROCK1, RPL17, RPL23, RPS6KB1, SIRT1, SLC25A33, SLC27A4, SLC2A4, SLC30A10, SNX5, SNX6, SOCS2, SORL1, SORT1, STAT3, STAT5B, SYAP1, TBC1D4, TGFBR3, TIMELESS, TLR4, TLR6, TNS2, TP53, TRIM16, TRIM41, TSC1, TSHR, USF1, VCAM1, VIM, VWA2, ZBED3, ZFP36L1]",FALSE,"[AKT1, FOXO4, FYN, MDM2, PPARG, RELA, SIRT1, TP53]",84.24437390587076,[TP53],15.755625984855225
GO:1901653,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cellular response to peptide,"[5, 6]","[Group17, Group20, Group22, Group25]",8,5.9259257,8.010819736765653E-6,0.0019546400157708192,"{Group17=1.4987275105943798E-10, Group20=2.58751377962497E-10, Group22=2.847544374645309E-12, Group25=2.971313981736144E-15}","{Group17=2.098218514832132E-9, Group20=3.105016535549964E-9, Group22=4.8408254368970256E-11, Group25=6.239759361645902E-14}","[AKT1, FOXO4, FYN, MDM2, PPARG, RELA, SIRT1, TP53]","[ACTN2, ADRB2, AGTR1, AGTR2, AHCYL1, AKT1, AKT2, APC, APP, APPL1, ARHGEF2, ATP2B1, BCAR3, C2CD5, CA2, CACNA1A, CACNA2D1, CACNB1, CAMK2A, CAPN10, CASP4, CAV2, CD36, CHMP5, CPEB1, CPEB2, CRHR1, DDX11, ECHDC3, ENPP1, FOXC2, FOXO4, FPR2, FUT7, FYN, GCGR, GH1, GHR, GNRHR, GOLT1A, GOLT1B, GOT1, GPER1, GPLD1, GPRIN1, GRB14, GRB2, GRIN1, GRIN2A, GRM5, GSK3A, HDAC9, ICAM1, IGF1, IGF1R, IGF2, INPP5K, INS, INSR, IRS1, IRS2, ITGA4, JAK2, KANK1, KAT2B, LDOC1, LEPROT, LGMN, LHCGR, MDM2, MRPL23, NAMPT, NCK1, NFKB1, NGFR, NOD1, NOD2, NTRK1, OGT, PARP1, PCK1, PDK4, PDPK1, PID1, PIK3R1, PIP4K2A, PIP4K2B, PIP4K2C, PPARG, PRKCD, PRKCQ, PRKCZ, PRKDC, PRNP, PROC, PSEN1, PTK2, PTPN11, PTPN22, PXDN, PXN, RAB31, RARRES2, RELA, RHOQ, RIPK2, ROCK1, RPL17, RPL23, RPS6KB1, SIRT1, SLC25A33, SLC27A4, SLC2A4, SLC30A10, SNX5, SNX6, SOCS2, SORL1, STAT3, STAT5B, SYAP1, TBC1D4, TIMELESS, TLR4, TLR6, TNS2, TP53, TRIM41, TSHR, USF1, VCAM1, VIM, VWA2, ZFP36L1]",FALSE,"[AKT1, FOXO4, FYN, MDM2, PPARG, RELA, SIRT1, TP53]",84.24437390587076,[TP53],15.755625984855225
GO:1901983,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of protein acetylation,"[6, 7, 8]",[Group24],6,12.5,1.5297252575003449E-6,3.9772856695008966E-4,{Group24=1.6683457571419606E-16},{Group24=3.670360665712314E-15},"[DDX3X, EID1, HDAC5, SIRT1, SOX4, SPI1]","[ARNTL, ARRB1, AUTS2, AUTS8, BRCA1, BRD7, CAMK1, CEP295, CTBP1, DDX3X, EID1, FAM161A, FOXP3, GLYR1, HDAC5, IWS1, KAT5, KAT7, KLF15, LIF, MAGEA2, MAPK3, MUC1, NFYA, NFYB, NFYC, NOC2L, PARK7, PIH1D1, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL2, SDR16C5, SIN3A, SIRT1, SMARCB1, SNCA, SOX4, SPHK2, SPI1, TAF7, TAOK1, TERF2IP, THAP7, WBP2, ZNF451]",FALSE,"[DDX3X, EID1, HDAC5, SIRT1, SOX4, SPI1]",80.04074140535869,[DDX3X],19.959267334060154
GO:1901987,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of cell cycle phase transition,"[4, 5, 6]",[Group25],13,4.961832,7.539394699526786E-8,2.156266884064661E-5,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, GLI1, MDM2, PPP2CA, PTEN, SOX2, TP53]","[ABRAXAS1, ACVR1, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANAPC15, ANKRD17, ANTXR1, APBB2, APC, APLP2, APPL1, APPL2, ARTN, ATAD5, ATF2, ATF5, ATM, ATP2B4, ATR, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD4, BRD7, BRSK1, BUB1B, C10orf99, CASP2, CCAR2, CCL2, CCNB1, CCND1, CCND2, CCNH, CCNQ, CDC14B, CDC23, CDC5L, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHEK2, CHFR, CHMP4C, CLOCK, CLSPN, CPSF3, CRADD, CRLF3, CRNN, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX39B, DDX3X, DEPDC1B, DLG1, DNA2, DONSON, DTL, DYNC1LI1, DYRK3, E2F1, EGFR, EIF4G1, ERCC2, ERCC3, ERCC4, ERCC6, ETAA1, EZH2, FAM107A, FAM83D, FBXO31, FBXO5, FEM1B, FGF10, FHL1, FOXN3, FZR1, GDNF, GEN1, GLI1, GPNMB, H2AX, HASPIN, HECW2, HINFP, HPLH1, HUS1, HYAL1, ID2, IK, ING4, INHBA, INIP, INO80, INTS3, INTS7, JADE1, KANK2, KCNH5, KCNN4, KIF14, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LCMT1, LSM10, LSM11, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MBLAC1, MDM2, MECP2, METTL13, MLF1, MMAB, MN1, MNAT1, MRNIP, MUC1, NABP1, NABP2, NACC2, NAE1, NANOGP8, NBN, NDC80, NEK10, NEK11, NEK6, NKX3-1, NOP53, NPM1, NPM2, NSMCE2, PABIR1, PAF1, PAGR1, PCID2, PEX2, PHB2, PIDD1, PINX1, PKD1, PKD2, PLK1, PLK5, POLR1B, PPP1R10, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, PTPN6, RAB11A, RAD1, RAD17, RAD51B, RAD51C, RAD9A, RB1, RCC2, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RIOK2, RNASE6, RPA2, RPA4, RPL26, RPS27L, RPTOR, RRAD, RRM1, RRM2, RRM2B, SASS6, SDE2, SERPINA2, SETMAR, SLFN11, SOX2, SPAM1, STIL, STOX1, STXBP4, SUSD2, TAOK1, TAOK2, TAOK3, TCIM, TFAP4, TFDP1, TFDP3, THOC1, THOC5, TIPIN, TIPRL, TM4SF5, TMEM14B, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UIMC1, USP17L2, USP28, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF16, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]",FALSE,"[AKT1, CCNB1, CDK1, CDKN1A, CHEK2, DDX3X, EGFR, GLI1, MDM2, PPP2CA, PTEN, SOX2, TP53]",68.47607939716188,"[DDX3X, PTEN, SOX2, TP53]",31.523923765187316
GO:1901988,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,negative regulation of cell cycle phase transition,"[4, 5, 6, 7]",[Group25],7,4.3209877,2.2439671215277384E-4,0.035679077232291044,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[CCNB1, CDKN1A, CHEK2, MDM2, PTEN, SOX2, TP53]","[ABRAXAS1, ACVR1, ANAPC15, ANTXR1, APBB2, APC, ARTN, ATF2, ATF5, ATM, ATR, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD7, BRSK1, BUB1B, C10orf99, CASP2, CCAR2, CCL2, CCNB1, CCND1, CDC14B, CDC5L, CDC73, CDK2AP2, CDK5RAP2, CDK5RAP3, CDKN1A, CDKN1B, CDT1, CFH, CHEK1, CHEK2, CHFR, CHMP4C, CLOCK, CLSPN, CRADD, CRLF3, DACT1, DCUN1D3, DDX39B, DEPDC1B, DLG1, DNA2, DONSON, DTL, DYNC1LI1, E2F1, ERCC4, ERCC6, ETAA1, FAM107A, FBXO31, FBXO5, FEM1B, FHL1, FOXN3, FZR1, GDNF, GEN1, GPNMB, H2AX, HASPIN, HINFP, HPLH1, HUS1, IK, INHBA, INIP, INTS3, INTS7, JADE1, KANK2, KCNN4, KLF4, KLHL22, KNTC1, LCMT1, MACROH2A1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MDM2, METTL13, MMAB, MRNIP, MUC1, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NEK11, NKX3-1, NOP53, PABIR1, PCID2, PIDD1, PINX1, PKD2, PLK1, POLR1B, PPP1R10, PRAP1, PRKD2, PRKDC, PROC, PRPF19, PTEN, RAD1, RAD17, RAD9A, RFPL1, RFWD3, RGCC, RHNO1, RINT1, RNASE6, RPA2, RPA4, RPL26, RPS27L, RRAD, SDE2, SERPINA2, SETMAR, SLFN11, SOX2, SUSD2, TAOK1, TAOK2, TAOK3, TFDP3, THOC1, THOC5, TIPIN, TIPRL, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UIMC1, USP28, USP47, VPS4A, WAC, XRCC3, ZFYVE19, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]",FALSE,"[CCNB1, CDKN1A, CHEK2, MDM2, PTEN, SOX2, TP53]",60.93023562380323,"[PTEN, SOX2, TP53]",39.069766441833266
GO:1901989,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,positive regulation of cell cycle phase transition,"[4, 5, 6, 7]",[Group25],6,8.333333,1.684908244529941E-5,0.003841590797528266,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, DDX3X, EGFR, GLI1]","[ADAM17, ADAMTS1, AIF1, AKT1, ANKRD17, ATAD5, BRD4, CCNB1, CCND1, CCND2, CDC7, CDC73, CDCA5, CDK1, CDK4, CDT1, CENPJ, CPSF3, CRNN, CUL3, DBF4B, DDX39B, DDX3X, DTL, DYRK3, EGFR, EIF4G1, EZH2, FAM83D, FBXO5, FGF10, GLI1, HYAL1, KLHL18, KMT2E, LSM10, LSM11, MAD2L1BP, MBLAC1, MECP2, NANOGP8, NPM1, NSMCE2, PAF1, PAGR1, PEX2, PHB2, PPP1R10, PRAP1, RAB11A, RAD51B, RAD51C, RB1, RCC2, RGCC, RPTOR, RRM1, RRM2, RRM2B, SASS6, SPAM1, STIL, STOX1, STXBP4, TFDP1, THOC1, THOC5, TNFSF13B, UBE2C, UBE2E2, VPS4B, ZNF16]",FALSE,"[AKT1, CCNB1, CDK1, DDX3X, EGFR, GLI1]",80.04074140535869,[DDX3X],19.959267334060154
GO:1901990,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of mitotic cell cycle phase transition,"[5, 6, 7]",[Group25],10,5.0761423,2.2379045930047953E-6,5.729035758092276E-4,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, CDKN1A, DDX3X, EGFR, MDM2, PPP2CA, PTEN, TP53]","[ABRAXAS1, ACVR1, ADAM17, ADAMTS1, AIF1, AKT1, AMBRA1, ANAPC15, ANKRD17, APC, APLP2, APPL1, APPL2, ARTN, ATM, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD4, BRD7, BRSK1, BUB1B, CASP2, CCL2, CCNB1, CCND1, CCND2, CCNH, CDC14B, CDC23, CDC6, CDC7, CDC73, CDCA5, CDK1, CDK2AP2, CDK4, CDK5RAP2, CDK5RAP3, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CDKN2D, CDT1, CENPE, CENPF, CENPJ, CFH, CHEK1, CHFR, CHMP4C, CLSPN, CPSF3, CRADD, CRLF3, CUL3, DACT1, DBF4B, DCUN1D3, DDB1, DDX3X, DEPDC1B, DLG1, DONSON, DTL, DYNC1LI1, E2F1, EGFR, EIF4G1, ERCC2, ERCC3, FAM107A, FBXO31, FBXO5, FGF10, FHL1, FOXN3, FZR1, GEN1, GPNMB, HASPIN, HECW2, HPLH1, HYAL1, ID2, IK, INHBA, INIP, INO80, INTS3, JADE1, KANK2, KCNH5, KCNN4, KIF14, KLF4, KLHL18, KLHL22, KMT2E, KNTC1, LCMT1, LSM10, LSM11, MAD1L1, MAD2L1, MAD2L1BP, MBLAC1, MDM2, MECP2, MNAT1, MRNIP, MUC1, NABP1, NABP2, NACC2, NAE1, NBN, NDC80, NEK11, NEK6, NOP53, NPM2, NSMCE2, PABIR1, PCID2, PHB2, PIDD1, PINX1, PKD1, PKD2, PLK1, PLK5, POLR1B, PPP2CA, PRAP1, PRKD2, PRKDC, PROC, PTEN, PTPN6, RAB11A, RAD51B, RAD51C, RB1, RCC2, RFPL1, RFWD3, RGCC, RINT1, RIOK2, RPA2, RPL26, RPS27L, RPTOR, RRM1, RRM2, RRM2B, SASS6, SDE2, SLFN11, SPAM1, STIL, STOX1, TAOK1, TAOK2, TAOK3, TFAP4, TFDP1, TFDP3, TM4SF5, TMEM14B, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UBD, UBE2C, UBE2E2, UIMC1, USP47, VPS4A, VPS4B, WAC, XPC, XRCC3, ZFYVE19, ZNF207, ZNF367, ZNF655, ZW10, ZWILCH, ZWINT]",FALSE,"[AKT1, CCNB1, CDK1, CDKN1A, DDX3X, EGFR, MDM2, PPP2CA, PTEN, TP53]",69.02002536144732,"[DDX3X, PTEN, TP53]",30.979978497561977
GO:1901992,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,positive regulation of mitotic cell cycle phase transition,"[5, 6, 7, 8]",[Group25],5,9.259259,5.3205350571381776E-5,0.010694275464847736,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, DDX3X, EGFR]","[ADAM17, ADAMTS1, AIF1, AKT1, ANKRD17, BRD4, CCNB1, CCND1, CCND2, CDC7, CDCA5, CDK1, CDK4, CDT1, CENPJ, CPSF3, CUL3, DBF4B, DDX3X, DTL, EGFR, EIF4G1, FBXO5, FGF10, HYAL1, KLHL18, KMT2E, LSM10, LSM11, MAD2L1BP, MBLAC1, MECP2, NSMCE2, PHB2, PRAP1, RAB11A, RAD51B, RAD51C, RB1, RCC2, RGCC, RPTOR, RRM1, RRM2, RRM2B, SASS6, SPAM1, STIL, STOX1, TFDP1, TNFSF13B, UBE2C, UBE2E2, VPS4B]",FALSE,"[AKT1, CCNB1, CDK1, DDX3X, EGFR]",76.9682754136865,[DDX3X],23.03172646704877
