"% Associated Genes","% Common Gene","%Genes Cluster #","%Genes Cluster #1","%Genes Cluster #2","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","Genes Cluster #1","Genes Cluster #2","GeneType","GOGroups","GOLevels","Group PValue","Group PValue Corrected with Bonferroni step down","ID","Input Gene ID","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"7.246376991271973",,"200.00000160012485","0.0","100.00000160012483","[ADAMTS1, ADGRB1, AGO1, AMOT, ANGPT4, APOH, ATF2, ATP2B4, CCN6, CD160, CLDN5, CNMD, COL4A2, COL4A3, CREB3L1, CXCL10, DAB2IP, DCN, E2F2, ECSCR, EFNA3, EPN1, EPN2, FASLG, FOXJ2, FOXO4, GDNF, GTF2I, GTF2IP4, HGS, HLA-G, HOXA5, HRG, IL17F, KLF2, KLF4, KRIT1, MECP2, MINAR1, NAXE, NRG1, PDE3B, PF4, PGK1, PIK3CB, PML, PPARG, PTPRM, RGCC, ROCK1, ROCK2, SARS1, SEMA6A, SERPINE1, SERPINF1, SPARC, SPRED1, SPRY2, STAB1, STAT1, SULF1, SYNJ2BP, TEK, TGFB2, THBS1, THBS2, THBS4, TNF, VASH1]","[GTF2I, KLF4, MECP2, PPARG, TNF]","","","","","Specific for Cluster #2","","","[]","[GTF2I, KLF4, MECP2, PPARG, TNF]","","[Group13]","[4, 5, 6, 7, 8, 9, 10, 11]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0016525","","negative%20regulation%20of%20angiogenesis","5","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20angiogenesis","negative regulation of angiogenesis","3.901148479283E-4","0.0159947087650603","","GO:0016525"
"21.052631378173828",,"200.00000160012485","0.0","100.00000160012483","[BRD4, CCNB1, CCND1, CDC7, CDK1, CDK4, DBF4B, DTL, FBXO5, MECP2, RAB11A, RAD51B, RAD51C, RCC2, RRM1, RRM2B, STOX1, TNFSF13B, VPS4B]","[CCNB1, CCND1, CDK1, MECP2]","","","","","Specific for Cluster #2","","","[]","[CCNB1, CCND1, CDK1, MECP2]","","[Group14]","[6, 7, 8, 9]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:0010971","","positive%20regulation%20of%20G2/M%20transition%20of%20mitotic%20cell%20cycle","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20G2/M%20transition%20of%20mitotic%20cell%20cycle","positive regulation of G2/M transition of mitotic cell cycle","2.2070234829920456E-5","0.0014345652639448296","","GO:0010971"
"25.0",,"200.00000160012485","0.0","100.00000160012483","[AKT1, AKT2, ARPP19, DYRK2, FOXO1, GCK, IGF1, INS, INSR, IRS1, IRS2, MAP4K2, PMAIP1, PTH, PTRH2, SIRT1]","[AKT1, AKT2, INS, SIRT1]","","","","","Specific for Cluster #2","","","[]","[AKT1, AKT2, INS, SIRT1]","","[Group12]","[4, 5, 6, 7, 8]","{Group12=3.757707136486258E-8}","{Group12=3.381936422837632E-7}","GO:0010907","","positive%20regulation%20of%20glucose%20metabolic%20process","4","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20glucose%20metabolic%20process","positive regulation of glucose metabolic process","1.0581467936628963E-5","7.407027555640275E-4","","GO:0010907"
"50.0",,"200.00000160012485","0.0","100.00000160012483","[AKT1, AKT2, IRS2, THBS1]","[AKT1, AKT2]","","","","","Specific for Cluster #2","","","[]","[AKT1, AKT2]","","[Group09, Group12]","[4, 5, 6, 7, 8, 9, 10, 11]","{Group09=4.077340746800088E-4, Group12=3.757707136486258E-8}","{Group09=8.154681493600176E-4, Group12=3.381936422837632E-7}","GO:0010748","","negative%20regulation%20of%20long-chain%20fatty%20acid%20import%20across%20plasma%20membrane","2","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","negative%20regulation%20of%20long-chain%20fatty%20acid%20import%20across%20plasma%20membrane","negative regulation of long-chain fatty acid import across plasma membrane","4.815910566596616E-4","0.019263642266386466","","GO:0010748"
"9.090909004211426",,"200.00000160012485","0.0","100.00000160012483","[ABL1, ADAM17, AGT, AGXT, AKT1, AKT3, ANGPT1, ANGPT4, ANXA1, ANXA3, ATOH8, ATP5F1A, ATP5F1B, BCAR1, BMP4, BMPR2, CALR, CD40, CLSTN1, DAND5, EGF, ETS1, FGF1, FGF13, FGF16, FGF18, FGF2, FGFBP1, FGFR1, FLT4, FOXP1, FUT1, GATA2, GATA3, GFUS, GNPDA1, GPI, GPLD1, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HSPB1, ITGB1BP1, ITGB3, JCAD, KDR, LGMN, MAP2K3, MAP3K3, MAPK14, MET, NANOS3, NELL1, NOS3, NRP1, NUS1, NUS1P3, P2RX4, PDCD6, PDGFB, PDPK1, PIK3C2A, PIK3CB, PIK3CD, PIK3CG, PLCG1, PLPP3, PRKCA, PRKD1, PRKD2, PROX1, PSG1, PTK2B, RAC1, RHOB, RHOJ, RIN2, RNASE1, RNMT, ROCK2, RRAS, SASH1, SIRT1, SMOC2, SP1, SPARC, STAT5A, TDGF1, TDGF1P3, TEK, TGFB1, THBS1, TMSB4X, VEGFA, WNT5A, ZC3H12A, ZNF580]","[ABL1, AKT1, ETS1, FGFR1, PLCG1, PRKCA, SIRT1, SP1, TGFB1]","","","","","Specific for Cluster #2","","","[]","[ABL1, AKT1, ETS1, FGFR1, PLCG1, PRKCA, SIRT1, SP1, TGFB1]","","[Group13]","[5, 6, 7, 8]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0010595","","positive%20regulation%20of%20endothelial%20cell%20migration","9","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","positive%20regulation%20of%20endothelial%20cell%20migration","positive regulation of endothelial cell migration","2.4708534553556673E-7","1.9272656951774205E-5","","GO:0010595"
"16.66666603088379",,"200.00000160012485","0.0","100.00000160012483","[APLN, ATOH8, BMP4, DDX17, DDX5, DIS3L2, EGR1, ETS1, FOSL1, GATA2, GATA3, GNL3, HIF1A, HRAS, IL10, JUN, KHSRP, KLF4, KLF5, LILRB4, LIN28A, LIN28B, MRTFA, MRTFB, MYB, MYC, NFATC3, NFATC4, NFIB, NFKB1, NGFR, NR3C1, PARN, PDGFB, PNPT1, POU5F1, POU5F1P3, POU5F1P4, PPARA, PPARG, PRL, RARA, RELA, REST, SMAD3, SMARCA4, SND1, SOX9, SPI1, SREBF1, SRF, STAT3, TEAD1, TENT2, TENT4B, TERT, TGFB1, TGFB2, TNF, TP53, TUT4, TUT7, WT1, ZC3H12A, ZNF512B, ZSWIM8]","[EGR1, ETS1, KLF4, MYC, NFKB1, POU5F1, PPARG, RELA, SMARCA4, TGFB1, TNF]","","","","","Specific for Cluster #2","","","[]","[EGR1, ETS1, KLF4, MYC, NFKB1, POU5F1, PPARG, RELA, SMARCA4, TGFB1, TNF]","","[Group13]","[7, 8]","{Group13=1.2353589111825506E-15}","{Group13=1.605966584537316E-14}","GO:0010586","","miRNA%20metabolic%20process","11","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","miRNA%20metabolic%20process","miRNA metabolic process","1.3230366372119497E-11","1.1378115080022766E-9","","GO:0010586"
"10.29411792755127",,"182.1907027341075","17.80929996338605","82.19070273410752","[ABRAXAS1, ARTN, ATM, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRD4, BRSK1, CCNB1, CCND1, CDC14B, CDC7, CDK1, CDK4, CDK5RAP3, CDKN1A, CDKN2A, CENPF, CFH, CHEK1, CHFR, CHMP4C, CLSPN, DBF4B, DEPDC1B, DONSON, DTL, FBXO5, FHL1, FOXN3, FZR1, HPLH1, INIP, INTS3, KCNH5, KIF14, MECP2, MRNIP, NABP1, NABP2, NAE1, NBN, NOP53, PABIR1, PINX1, PLK1, RAB11A, RAD51B, RAD51C, RCC2, RFPL1, RINT1, RRM1, RRM2B, STOX1, TAOK1, TAOK2, TAOK3, TNFSF13B, TRIM39, UIMC1, USP47, VPS4A, VPS4B, ZFYVE19, ZNF367]","[ATM, CCNB1, CCND1, CDK1, CDKN2A, CHEK1, MECP2]","","","","","Specific for Cluster #2","","","[ATM]","[ATM, CCNB1, CCND1, CDK1, CDKN2A, CHEK1, MECP2]","","[Group14]","[6, 7, 8]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:0010389","","regulation%20of%20G2/M%20transition%20of%20mitotic%20cell%20cycle","7","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20G2/M%20transition%20of%20mitotic%20cell%20cycle","regulation of G2/M transition of mitotic cell cycle","2.471836905115391E-6","1.8291593097853894E-4","","GO:0010389"
"14.634146690368652",,"179.82143118020036","20.178573222076658","79.82143118020035","[AKT1, AKT2, APC, APPL1, BCAR3, CAV2, ENPP1, FOXC2, FOXO4, FUT7, GPLD1, GRB14, GRB2, GSK3A, IGF2, INPP5K, INS, INSR, IRS1, KANK1, NAMPT, NCK1, OGT, PDK4, PID1, PIP4K2A, PIP4K2B, PIP4K2C, PRKCQ, PRKCZ, PROC, PTPN11, RARRES2, RHOQ, RPS6KB1, SIRT1, SLC27A4, SNX5, SORL1, TNS2, VWA2]","[AKT1, AKT2, APC, GSK3A, INS, SIRT1]","","","","","Specific for Cluster #2","","","[APC]","[AKT1, AKT2, APC, GSK3A, INS, SIRT1]","","[Group12]","[6, 7, 8, 9]","{Group12=3.757707136486258E-8}","{Group12=3.381936422837632E-7}","GO:0008286","","insulin%20receptor%20signaling%20pathway","6","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","insulin%20receptor%20signaling%20pathway","insulin receptor signaling pathway","1.639807829122039E-6","1.2462539501327495E-4","","GO:0008286"
"6.382978916168213",,"166.41902197012567","33.58098391238429","66.41902197012567","[ABRAXAS1, ANAPC15, APC, ARTN, ATF2, ATM, BABAM1, BABAM2, BLM, BRCA1, BRCC3, BRSK1, BUB1B, CASP2, CCNB1, CCND1, CDC14B, CDK5RAP2, CDK5RAP3, CDKN1A, CDT1, CHEK1, CHEK2, CHFR, CHMP4C, CLSPN, CRADD, DEPDC1B, DONSON, DTL, DYNC1LI1, FBXO31, FOXN3, FZR1, GDNF, GEN1, HASPIN, IK, INIP, INTS3, KCNN4, KLHL22, KNTC1, LCMT1, MAD1L1, MAD2L1, MAD2L1BP, MAP3K20, MDM2, MRNIP, MUC1, NABP1, NABP2, NAE1, NBN, NDC80, NEK11, NOP53, PABIR1, PCID2, PIDD1, PLK1, POLR1B, PPP1R10, PRAP1, PRKDC, PROC, RAD17, RFWD3, RINT1, RPA2, RPL26, RPS27L, SDE2, SETMAR, TAOK1, TAOK2, TAOK3, TIPIN, TNFSF13B, TP53, TPR, TRIM39, TRIP13, UIMC1, VPS4A, WAC, XRCC3, ZFYVE19, ZNF207, ZNF367, ZW10, ZWILCH, ZWINT]","[APC, ATM, CCNB1, CCND1, CHEK1, PRKDC]","","","","","Specific for Cluster #2","","","[APC, ATM]","[APC, ATM, CCNB1, CCND1, CHEK1, PRKDC]","","[Group14]","[4, 5, 6, 7, 8, 9]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:0007093","","mitotic%20cell%20cycle%20checkpoint%20signaling","6","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","mitotic%20cell%20cycle%20checkpoint%20signaling","mitotic cell cycle checkpoint signaling","2.020272522628548E-4","0.010303389865405596","","GO:0007093"
"7.462686538696289",,"162.23893205201247","37.761072306713864","62.238932052012466","[ANAPC15, APC, ATM, BMP4, BMP7, BORA, BUB1B, CAV2, CCDC8, CCNB1, CD28, CDK5RAP2, CDT1, CHEK1, CUL3, CUL7, CUL9, DYNC1LI1, EDN1, EDN3, EGF, EPGN, FBXO5, GEN1, HASPIN, IGF1, IGF2, IK, IL1A, IL1B, INS, INSR, KCNN4, KLHL22, KNTC1, L3MBTL1, LCMT1, LRP5, MAD1L1, MAD2L1, MAD2L1BP, MKI67, NDC80, NME6, NSMCE2, NUP62, NUSAP1, OBSL1, PCID2, PDGFB, PDXP, PLK1, PRAP1, PROC, RB1, RCC1, RGCC, TGFA, TOM1L1, TOM1L2, TPR, TRIP13, XRCC3, ZNF207, ZW10, ZWILCH, ZWINT]","[APC, ATM, CCNB1, CHEK1, INS]","","","","","Specific for Cluster #2","","","[APC, ATM]","[APC, ATM, CCNB1, CHEK1, INS]","","[Group14]","[4, 5, 6, 7, 8]","{Group14=1.0130489753742884E-11}","{Group14=1.215658770449146E-10}","GO:0007088","","regulation%20of%20mitotic%20nuclear%20division","5","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","regulation%20of%20mitotic%20nuclear%20division","regulation of mitotic nuclear division","3.4004522430970013E-4","0.014961989869626807","","GO:0007088"
"6.060606002807617",,"184.06206110460388","15.93794201116773","84.06206110460388","[ABL1, ACP4, ADAR, ADARB1, AGT, AGXT, AIDA, AKT1, AKT1S1, ANKS1B, APC, APOE, BMP2, BMP4, BMP7, CAV1, CAV3, CBLC, CD300A, CDK5RAP1, CDK5RAP3, CDKN1A, CDKN1B, CDKN1C, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CEP43, CEP85, CHMP6, CORO1C, DAB2IP, DBNDD2, DEFB114, DEPTOR, DNAJA1, DUSP1, DUSP10, DUSP12, DUSP16, DUSP22, DUSP7, DVL1, DVL1P1, EPHA1, ERRFI1, GADD45A, GBA, GBAP1, GNAQ, GSKIP, GSTP1, HEG1, HEXIM1, HEXIM2, HHEX, HYAL2, IBTK, IFNG, INCA1, INPP5K, IRAK3, ITGB1BP1, LATS1, LATS2, LAX1, LILRB4, LRP5, LRP6, MACROH2A1, MEN1, MMVP1, MVP, MYOCD, NPM1, NPPA, NR2F2, PAQR3, PARK7, PDPK1, PKIA, PLK1, PPARG, PPIA, PPM1E, PPM1F, PRKAG2, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKCD, PRKCH, PROC, PTEN, PTK6, PTPN1, PTPN22, PTPRC, PTPRJ, PTPRT, PYCARD, PYDC1, QARS1, RACK1, RASIP1, RB1, RTRAF, SERPINB3, SIRT1, SMCR8, SMPD1, SOCS4, SOCS5, SOCS6, SPRED1, SRCIN1, STK38, TAF7, TFAP4, TRIB1, TRIB3, TRIM27, TSG101, UCHL1, VPS25, WARS1, WWTR1, ZFYVE28, ZGPAT, ZNF675]","[ABL1, AKT1, APC, CDKN2A, DVL1, PPARG, PTEN, SIRT1]","","","","","Specific for Cluster #2","","","[APC]","[ABL1, AKT1, APC, CDKN2A, DVL1, PPARG, PTEN, SIRT1]","","[Group10, Group12, Group14]","[7, 8, 9, 10]","{Group10=2.994293552985586E-11, Group12=3.757707136486258E-8, Group14=1.0130489753742884E-11}","{Group10=3.293722908284145E-10, Group12=3.381936422837632E-7, Group14=1.215658770449146E-10}","GO:0006469","","negative%20regulation%20of%20protein%20kinase%20activity","8","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","negative%20regulation%20of%20protein%20kinase%20activity","negative regulation of protein kinase activity","2.4672938371722983E-5","0.001579068055790271","","GO:0006469"
"7.954545497894287",,"182.1907027341075","17.80929996338605","82.19070273410752","[ACIN1, ADIPOQ, ANXA2, APCS, APP, BMP4, C1QC, CALCA, CAMK4, CASP8, CBFA2T3, CCL3, CCR1, CD4, CD74, CDK6, CEBPE, CSF1, CSF2, CTNNBIP1, DHRS2, EVI2B, F2RL1, FADD, FBN1, FBXW7, FES, FOXP1, FSTL3, GAB2, GATA1, GATA2, GPR55, HAX1, HCLS1, HLA-DRB1, HOXA7, HSF1, IFI16, IFNG, IL12B, IL15, IL17A, IL17F, IL23A, IL31RA, IL34, IL4, JAGN1, LEF1, LGALS9, LIF, LILRA6, LILRB1, LILRB3, LILRB4, MYC, MYH9, NOTCH2, OSCAR, PDE1B, PF4, PIR, PPARG, PRTN3, PRXL2A, RARA, RIPK1, RUNX1, SH3PXD2A, SOCS1, SPI1, SRP54, TAL1, TCTA, TESC, THOC5, TNF, TNFAIP6, TNFRSF11A, TNFSF11, TRAF6, TREM2, TYROBP, UBD, VEGFA, ZFP36L1, ZNF675]","[CCR1, CDK6, LEF1, MYC, PPARG, RUNX1, TNF]","","","","","Specific for Cluster #2","","","[LEF1]","[CCR1, CDK6, LEF1, MYC, PPARG, RUNX1, TNF]","","[Group11]","[5, 6, 7, 8, 9]","{Group11=1.3139562641167055E-6}","{Group11=9.197693848816938E-6}","GO:0002573","","myeloid%20leukocyte%20differentiation","7","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","myeloid%20leukocyte%20differentiation","myeloid leukocyte differentiation","1.397405334087411E-5","9.362615738385654E-4","","GO:0002573"
"8.679244995117188",,"179.1272237192253","20.87277918358804","79.12722371922531","[AKR1B1, ALX1, AR, AREG, ASIC2, ATF1, ATF2, ATF3, ATF5, ATF6, ATF6B, BARX2, BNC1, BORCS8-MEF2B, CASZ1, CDC5L, CDX1, CDX4, CEBPA, CEBPE, CEBPG, CREB1, CREB3, CREB3L3, CREB3L4, CREBRF, CRX, CTCFL, DAND5, DBP, DDIT3, DUX1, DUX4, DUX4L1, DUX4L2, DUX5, E2F1, E2F2, E2F3, E2F4, E2F5, E4F1, EGR1, EGR2, EGR4, EHF, ELF1, ELF3, ELF4, ELK1, ELK3, ELK4, ELOF1, EPAS1, ERG, ESR1, ETS1, ETV1, ETV4, ETV5, FOSL2, FOXC1, FOXC2, FOXD2, FOXF1, FOXF2, FOXI1, FOXJ2, FOXJ3, FOXK2, FOXO1, FOXO4, GABPA, GARS1, GATA1, GATA3, GATA4, GC, GCM1, GDNF, GRHL1, GRHL2, GRHL3, GTF2I, GTF2IP4, HAND2, HHEX, HIF1A, HINFP, HLF, HNF4G, HOXA1, HOXA10, HOXA5, HOXA7, HOXB1, HOXB2, HOXB3, HOXB7, HOXC10, HOXC11, HOXC4, HOXD13, HOXD3, HOXD4, HOXD8, HSD17B4, HSF2, IKZF3, IRF1, IRF2, IRF3, IRF4, IRF5, JUN, KCNH4, KCNH8, KLF10, KLF15, KLF4, KLF5, KLF6, KLF7, LEF1, LHX3, LHX4, LITAF, LOC107987484, LOC107987485, LOC107987486, LOC107987487, MAFF, MEF2A, MEF2B, MEF2C, MEIS2, MELTF, MEOX2, MITF, MLXIP, MTF1, MYB, MYBL1, MYBL2, MYC, MYCN, MYOD1, MYOG, MYT1, MZF1, NEUROD1, NFAT5, NFATC3, NFE2L1, NFIA, NFIB, NFIC, NFKB1, NFKB2, NFYB, NHLH1, NKRF, NKX2-5, NKX2-6, NKX2-8, NKX6-3, NPAS4, NR1H2, NR1H4, NR1I2, NR1I3, NR2C2, NR2E3, NR3C1, NR4A3, NRF1, NRL, ONECUT2, OTX1, OTX2, PBX2, PBX2P1, PGR, PHOX2A, PHOX2B, PLAG1, PLAGL1, PLAGL2, PLSCR1, POU2F3, POU4F2, POU4F3, PPARA, PRDM2, PRKRA, PRRX1, PSG1, RAX, RAX2, RBPJ, REL, RELA, RFX4, RFX5, RFX6, RFXANK, RFXAP, RREB1, RUNX1, RXRB, SALL2, SATB2, SCX, SHOX, SIX1, SMAD1, SMAD2, SMAD3, SMAD4, SMIM44, SOX18, SOX4, SOX9, SP1, SPI1, SPIB, SREBF1, SRF, STAT3, STAT5B, STAT6, TBX3, TCF12, TCF3, TCF7L1, TFAP2A, TFAP2B, TFAP2C, TFAP4, TFDP1, TFDP2, TLX2, TP53, TP73, UBP1, USF3, VENTX, VEZF1, WT1, YY1, YY2, ZBED1, ZBTB17, ZFX, ZIC3, ZNF143, ZNF175, ZNF24, ZNF300, ZNF341, ZNF395, ZNF639, ZNF750, ZNF76, ZSCAN21]","[AR, CEBPA, CREB1, E2F1, EGR1, ELK1, ETS1, FOXF1, GTF2I, HOXA10, HOXD13, KLF4, LEF1, MEF2C, MYC, MYOD1, NFKB1, PRRX1, RELA, RUNX1, SMAD1, SOX4, SP1]","","","","","Specific for Cluster #2","","","[FOXF1, HOXD13, LEF1, PRRX1]","[AR, CEBPA, CREB1, E2F1, EGR1, ELK1, ETS1, FOXF1, GTF2I, HOXA10, HOXD13, KLF4, LEF1, MEF2C, MYC, MYOD1, NFKB1, PRRX1, RELA, RUNX1, SMAD1, SOX4, SP1]","","[Group06]","[7, 8, 9, 10, 11, 12, 13]","{Group06=1.0301247403183558E-19}","{Group06=1.442174636445698E-18}","GO:0001216","","DNA-binding%20transcription%20activator%20activity","23","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","FALSE","false","DNA-binding%20transcription%20activator%20activity","DNA-binding transcription activator activity","8.809308394265272E-17","7.840284470896091E-15","","GO:0001216"
"6.9819817543029785",,"177.3054428476694","22.694562977392074","77.30544284766941","[AEBP1, AHR, AKR1B1, ALX1, AR, AREG, ARNT, ARNT2, ARNTL2, ARX, ASCL1, ASCL2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF6B, BACH1, BARX2, BATF3, BCL11A, BCL6, BHLHE40, BHLHE41, BORCS8-MEF2B, BRIP1, BUD31, CASZ1, CC2D1A, CDC5L, CDX1, CDX2, CDX4, CEBPA, CEBPE, CEBPG, CREB1, CREB3, CREB3L1, CREB3L3, CREB3L4, CREBRF, CREM, CRX, CTCF, CTCFL, CYP27B1, DACH1, DAND5, DBP, DDIT3, DEAF1, DLX4, DUX1, DUX4, DUX4L1, DUX4L2, DUX5, E2F1, E2F2, E2F3, E2F4, E2F6, E2F8, E4F1, EGR1, EGR2, EGR4, EHF, ELF1, ELF2, ELF3, ELF4, ELK1, ELK3, ELK4, ELOF1, EN1, ENO1, EPAS1, ERF, ERG, ESR1, ESR2, ESX1, ETF1, ETS1, ETS2, ETV1, ETV4, ETV5, ETV6, ETV7, FOSL2, FOXC1, FOXC2, FOXD2, FOXD3, FOXE1, FOXF1, FOXF2, FOXI1, FOXJ2, FOXJ3, FOXK1, FOXK2, FOXO1, FOXO3, FOXO4, GABPA, GARS1, GATA1, GATA2, GATA3, GATA4, GATA6, GC, GCM1, GCM2, GDNF, GFI1, GRHL1, GRHL2, GRHL3, GSX2, GTF2I, GTF2IP4, GTF2IRD1, GZF1, HAND1, HAND2, HESX1, HEY1, HEY2, HEYL, HHEX, HIC1, HIF1A, HIF3A, HINFP, HLF, HNF4G, HOXA1, HOXA10, HOXA5, HOXA7, HOXB1, HOXB13, HOXB2, HOXB3, HOXB7, HOXC10, HOXC11, HOXC4, HOXD13, HOXD3, HOXD4, HOXD8, HOXD9, HSD17B4, HSF1, HSF2, HSF4, IKZF3, IKZF5, INSM1, IRF1, IRF2, IRF3, IRF4, IRF5, IRF7, IRF8, IRX1, IRX2, ISL1, JDP2, JUN, KCNH4, KCNH8, KCNIP3, KLF10, KLF11, KLF12, KLF15, KLF2, KLF4, KLF5, KLF6, KLF7, KLF8, LEF1, LHX3, LHX4, LITAF, LOC107987484, LOC107987485, LOC107987486, LOC107987487, LRRFIP1, MAFF, MAFK, MAX, MAZ, MEF2A, MEF2B, MEF2C, MEF2D, MEIS2, MELTF, MEOX2, MIA3, MITF, MLX, MLXIP, MLXIPL, MNT, MTF1, MXD1, MXI1, MYB, MYBL1, MYBL2, MYC, MYCN, MYOD1, MYOG, MYT1, MZF1, NACC2, NEUROD1, NEUROG3, NFAT5, NFATC3, NFATC4, NFE2L1, NFIA, NFIB, NFIC, NFIL3, NFKB1, NFKB2, NFX1, NFYB, NHLH1, NKRF, NKX2-5, NKX2-6, NKX2-8, NKX3-1, NKX6-3, NPAS4, NR1D1, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2C2, NR2E3, NR2F1, NR2F2, NR3C1, NR4A3, NR5A1, NR5A2, NRF1, NRL, ONECUT2, OTP, OTX1, OTX2, PARK7, PAX6, PBX2, PBX2P1, PGR, PHOX2A, PHOX2B, PITX2, PLAG1, PLAGL1, PLAGL2, PLSCR1, POU1F1, POU2F1, POU2F3, POU4F1, POU4F2, POU4F3, POU5F1, POU5F1P3, POU5F1P4, POU6F1, PPARA, PPARD, PPARG, PRDM1, PRDM16, PRDM2, PRDM5, PRKRA, PROX1, PRRX1, PSG1, RARA, RAX, RAX2, RBPJ, REL, RELA, REST, RFX4, RFX5, RFX6, RFXANK, RFXAP, RORC, RREB1, RUNX1, RXRA, RXRB, SALL2, SATB1, SATB2, SCRT1, SCX, SHOX, SIX1, SKI, SKIL, SMAD1, SMAD2, SMAD3, SMAD4, SMIM44, SNAI1, SNAI2, SOX13, SOX18, SOX4, SOX9, SP1, SP100, SP2, SPIB, SREBF1, SREBF2, SRF, SRY, STAT1, STAT3, STAT5B, STAT6, TAF1, TBX2, TBX20, TBX21, TBX3, TBX5, TBXT, TCF12, TCF21, TCF3, TCF7L1, TCFL5, TEAD1, TFAP2A, TFAP2B, TFAP2C, TFAP4, TFDP1, TFDP2, TFEC, TGIF1, THAP1, THAP11, THRA, THRB, TLX2, TP53, TP73, TRPS1, TWIST1, UBA2, UBP1, USF1, USF2, USF3, VDR, VENTX, VEZF1, VSX2, WIZ, WT1, YY1, YY2, ZBED1, ZBED2, ZBTB16, ZBTB17, ZBTB18, ZBTB2, ZBTB21, ZBTB32, ZBTB4, ZBTB5, ZBTB8A, ZEB1, ZEB2, ZFHX3, ZFX, ZGPAT, ZIC3, ZKSCAN3, ZNF140, ZNF143, ZNF148, ZNF175, ZNF202, ZNF217, ZNF219, ZNF224, ZNF239, ZNF24, ZNF263, ZNF281, ZNF300, ZNF350, ZNF395, ZNF512B, ZNF536, ZNF579, ZNF589, ZNF639, ZNF644, ZNF692, ZNF746, ZNF750, ZNF76, ZNF85, ZSCAN21]","[AR, CEBPA, CREB1, DEAF1, E2F1, EGR1, ELK1, EN1, ETS1, FOXF1, GTF2I, HIC1, HOXA10, HOXD13, IRX2, KLF4, LEF1, MEF2C, MYC, MYOD1, NFKB1, POU2F1, POU5F1, PPARG, PRRX1, RELA, RUNX1, SMAD1, SOX4, SP1, TWIST1]","","","","","Specific for Cluster #2","","","[EN1, FOXF1, HOXD13, IRX2, LEF1, PRRX1]","[AR, CEBPA, CREB1, DEAF1, E2F1, EGR1, ELK1, EN1, ETS1, FOXF1, GTF2I, HIC1, HOXA10, HOXD13, IRX2, KLF4, LEF1, MEF2C, MYC, MYOD1, NFKB1, POU2F1, POU5F1, PPARG, PRRX1, RELA, RUNX1, SMAD1, SOX4, SP1, TWIST1]","","[Group06]","[7, 8, 9, 10, 11, 12, 13]","{Group06=1.0301247403183558E-19}","{Group06=1.442174636445698E-18}","GO:0000981","","DNA-binding%20transcription%20factor%20activity,%20RNA%20polymerase%20II-specific","31","GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00","TRUE","false","DNA-binding%20transcription%20factor%20activity,%20RNA%20polymerase%20II-specific","DNA-binding transcription factor activity, RNA polymerase II-specific","7.415685140471495E-20","6.674116626424345E-18","","GO:0000981"
